QUANTIFIER,REAL_PREVS,PRED_PREVS,BATCH_SIZE,ae,nae
PCC,[0.55555556 0.44444444],[0.275 0.725],10,0.28053214861783193,0.25248104022226114
EMQ,[0.55555556 0.44444444],[0.61610676 0.38389324],10,0.06054615268122113,0.05449199204343476
FM,[0.55555556 0.44444444],[0.45085103 0.54914897],10,0.10469578623144796,0.09422699375041688
GAC,[0.55555556 0.44444444],[1. 0.],10,0.4444073641470604,0.3999699647085324
GPAC,[0.55555556 0.44444444],[1. 0.],10,0.4444073641470604,0.3999699647085324
PWK,[0.55555556 0.44444444],[0.2 0.8],10,0.35552589131764845,0.3199759717668261
ACC,[0.55555556 0.44444444],[0. 1.],10,0.5555092051838255,0.49996245588566557
MAX,[0.55555556 0.44444444],[1. 0.],10,0.4444073641470604,0.3999699647085324
MS,[0.55555556 0.44444444],[0. 1.],10,0.5555092051838255,0.49996245588566557
MS2,[0.55555556 0.44444444],[0.93431158 0.06568842],10,0.37872442194574485,0.34085482352577007
PACC,[0.55555556 0.44444444],[1. 0.],10,0.4444073641470604,0.3999699647085324
T50,[0.55555556 0.44444444],[0. 1.],10,0.5555092051838255,0.49996245588566557
X_method,[0.55555556 0.44444444],[0.83097004 0.16902996],10,0.2753915099186502,0.24785442679285216
DyS,[0.55555556 0.44444444],[0.44519899 0.55480101],10,0.11034735562062689,0.09931344863731137
DySsyn,[0.55555556 0.44444444],[4.45523940e-05 9.99955448e-01],10,0.555464656506814,0.49992236174184707
HDy,[0.55555556 0.44444444],[0.98 0.02],10,0.4244090327604427,0.38197131629664843
SMM,[0.55555556 0.44444444],[1. 0.],10,0.4444073641470604,0.3999699647085324
SORD,[0.55555556 0.44444444],[0.61 0.39],10,0.05443990210801486,0.048996320676795185
HDx,[0.55555556 0.44444444],[0.98 0.02],10,0.4244090327604427,0.38197131629664843
CC,[0.55555556 0.44444444],[0.03333333 0.96666667],30,0.5221786528727961,0.4699647085325257
PCC,[0.55555556 0.44444444],[0.25333333 0.74666667],30,0.30219700762000107,0.27197957600180206
EMQ,[0.55555556 0.44444444],[0.51846064 0.48153936],30,0.03709181943515899,0.03338291600754503
FM,[0.55555556 0.44444444],[1.00000000e+00 1.11022302e-16],30,0.4444073641470603,0.3999699647085323
GAC,[0.55555556 0.44444444],[1. 0.],30,0.4444073641470604,0.3999699647085324
GPAC,[0.55555556 0.44444444],[0.12990827 0.87009173],30,0.42561177153871954,0.3830537902282501
PWK,[0.55555556 0.44444444],[0.03333333 0.96666667],30,0.5221786528727961,0.4699647085325257
ACC,[0.55555556 0.44444444],[1. 0.],30,0.4444073641470604,0.3999699647085324
MAX,[0.55555556 0.44444444],[0.45085103 0.54914897],30,0.10469578667951138,0.09422699415367732
MS,[0.55555556 0.44444444],[0.16363652 0.83636348],30,0.39188633347527724,0.3527006427328115
MS2,[0.55555556 0.44444444],[0.55292061 0.44707939],30,0.002634721259468231,0.0023712689171766486
PACC,[0.55555556 0.44444444],[1. 0.],30,0.4444073641470604,0.3999699647085324
T50,[0.55555556 0.44444444],[0.79278484 0.20721516],30,0.23720949594160995,0.2134903275115363
X_method,[0.55555556 0.44444444],[0.3241447 0.6758553],30,0.23139155221223193,0.20825413446918717
DyS,[0.55555556 0.44444444],[0.3481275 0.6518725],30,0.2074107489410044,0.1866712314574784
DySsyn,[0.55555556 0.44444444],[0.03112964 0.96887036],30,0.5243821616849951,0.47194788300926216
HDy,[0.55555556 0.44444444],[0.36 0.64],30,0.19553924022470665,0.17598678447175434
SMM,[0.55555556 0.44444444],[0.32862886 0.67137114],30,0.22690776122745215,0.2042186889148931
SORD,[0.55555556 0.44444444],[0.5 0.5],30,0.05555092051838259,0.04999624558856659
HDx,[0.55555556 0.44444444],[0.03 0.97],30,0.5255117081038989,0.4729644832678396
CC,[0.55555556 0.44444444],[0.02 0.98],50,0.5355108737972079,0.48196380747378165
PCC,[0.55555556 0.44444444],[0.2754 0.7246],50,0.2801321819900996,0.2521210672540235
EMQ,[0.55555556 0.44444444],[0.53614024 0.46385976],50,0.019413692692063583,0.01747246919683684
FM,[0.55555556 0.44444444],[0.83097153 0.16902847],50,0.2753929915126683,0.24785576023859346
GAC,[0.55555556 0.44444444],[1. 0.],50,0.4444073641470604,0.3999699647085324
GPAC,[0.55555556 0.44444444],[1. 0.],50,0.4444073641470604,0.3999699647085324
PWK,[0.55555556 0.44444444],[0.12 0.88],50,0.4355192168641193,0.39197056541436187
ACC,[0.55555556 0.44444444],[1. 0.],50,0.4444073641470604,0.3999699647085324
MAX,[0.55555556 0.44444444],[0.83097004 0.16902996],50,0.2753915099186502,0.24785442679285216
MS,[0.55555556 0.44444444],[0.52293527 0.47706473],50,0.0326175611334831,0.02935604993962369
MS2,[0.55555556 0.44444444],[0.47664242 0.52335758],50,0.07890654990051091,0.07101648740576605
PACC,[0.55555556 0.44444444],[1. 0.],50,0.4444073641470604,0.3999699647085324
T50,[0.55555556 0.44444444],[0.45632362 0.54367638],50,0.09922365277164702,0.08930203254731517
X_method,[0.55555556 0.44444444],[0.14675583 0.85324417],50,0.4087656239580405,0.3678921309109008
DyS,[0.55555556 0.44444444],[0.38570376 0.61429624],50,0.16983762612906447,0.15285513879680873
DySsyn,[0.55555556 0.44444444],[0.06830327 0.93169673],50,0.48721163124432876,0.43849412650573355
HDy,[0.55555556 0.44444444],[0.185 0.815],50,0.37052463985761164,0.33347495807573896
SMM,[0.55555556 0.44444444],[0.45642491 0.54357509],50,0.09912237480409969,0.08921088161604426
SORD,[0.55555556 0.44444444],[0.75 0.25],50,0.1944282218143389,0.17498685955998292
HDx,[0.55555556 0.44444444],[0. 1.],50,0.5555092051838255,0.49996245588566557
CC,[0.55555556 0.44444444],[0.12857143 0.87142857],70,0.42694850341271173,0.3842568589521259
PCC,[0.55555556 0.44444444],[0.206 0.794],70,0.3495263919016631,0.3145763772432609
EMQ,[0.55555556 0.44444444],[0.39128619 0.60871381],70,0.1642556626085729,0.147831329714391
FM,[0.55555556 0.44444444],[0.61375887 0.38624113],70,0.05819845999271964,0.052379050995374876
GAC,[0.55555556 0.44444444],[0.82625514 0.17374486],70,0.2706769954742028,0.24361132839239566
GPAC,[0.55555556 0.44444444],[0.25116924 0.74883076],70,0.30436092201574716,0.27392711520642343
PWK,[0.55555556 0.44444444],[0.05714286 0.94285714],70,0.498371115507775,0.4485377461374258
ACC,[0.55555556 0.44444444],[1. 0.],70,0.4444073641470604,0.3999699647085324
MAX,[0.55555556 0.44444444],[0.45085103 0.54914897],70,0.10469578667951138,0.09422699415367732
MS,[0.55555556 0.44444444],[0.09947603 0.90052397],70,0.4560414713934544,0.4104407485887376
MS2,[0.55555556 0.44444444],[0.49843619 0.50156381],70,0.05711459886021275,0.051403567837597426
PACC,[0.55555556 0.44444444],[1. 0.],70,0.4444073641470604,0.3999699647085324
T50,[0.55555556 0.44444444],[0.5524554 0.4475446],70,0.003099895996430818,0.002789929673357679
X_method,[0.55555556 0.44444444],[0.77666733 0.22333267],70,0.2210933246903414,0.1989856523719194
DyS,[0.55555556 0.44444444],[0.3501931 0.6498069],70,0.20534532066132855,0.18481233049683507
DySsyn,[0.55555556 0.44444444],[4.45523940e-05 9.99955448e-01],70,0.555464656506814,0.49992236174184707
HDy,[0.55555556 0.44444444],[0.165 0.835],70,0.3905229712442294,0.35147360648762294
SMM,[0.55555556 0.44444444],[0.7322704 0.2677296],70,0.1767000999088093,0.15903141672767912
SORD,[0.55555556 0.44444444],[0.69 0.31],70,0.1344332276544857,0.120990914324331
HDx,[0.55555556 0.44444444],[0.48 0.52],70,0.07554925190500034,0.06799489400045057
CC,[0.55555556 0.44444444],[0.06666667 0.93333333],90,0.48884810056176653,0.4399669611793858
PCC,[0.55555556 0.44444444],[0.23088889 0.76911111],90,0.3246395795094277,0.292178059219583
EMQ,[0.55555556 0.44444444],[0.56800351 0.43199649],90,0.012446920138723061,0.011202321586569313
FM,[0.55555556 0.44444444],[0.53532193 0.46467807],90,0.020231937373039327,0.01820889555376938
GAC,[0.55555556 0.44444444],[0.57233044 0.42766956],90,0.01677348943447346,0.015096266440187136
GPAC,[0.55555556 0.44444444],[0.55432165 0.44567835],90,0.0012337994064736124,0.0011104287302074476
PWK,[0.55555556 0.44444444],[0.1 0.9],90,0.45551754825073704,0.40996921382624585
ACC,[0.55555556 0.44444444],[0.61275996 0.38724004],90,0.057199631951964314,0.05148009825867225
MAX,[0.55555556 0.44444444],[0.83097004 0.16902996],90,0.2753915099186502,0.24785442679285216
MS,[0.55555556 0.44444444],[0.76246777 0.23753223],90,0.20689495376104441,0.1862070119224998
MS2,[0.55555556 0.44444444],[0.76480448 0.23519552],90,0.20923146941009477,0.18830989355112723
PACC,[0.55555556 0.44444444],[1. 0.],90,0.4444073641470604,0.3999699647085324
T50,[0.55555556 0.44444444],[0.37220832 0.62779168],90,0.1833319399499613,0.1650001225620281
X_method,[0.55555556 0.44444444],[0.66202826 0.33797174],90,0.10646382254168965,0.09581823970550588
DyS,[0.55555556 0.44444444],[0.16295178 0.83704822],90,0.39257101981518583,0.35331686557991765
DySsyn,[0.55555556 0.44444444],[0.03013224 0.96986776],90,0.5253794821402222,0.47284547890766926
HDy,[0.55555556 0.44444444],[0.465 0.535],90,0.09054800044496364,0.08149388030936355
SMM,[0.55555556 0.44444444],[0.43623491 0.56376509],90,0.11931069106195621,0.10738051783860589
SORD,[0.55555556 0.44444444],[0.41 0.59],90,0.1455434117581623,0.1309901634420444
HDx,[0.55555556 0.44444444],[0. 1.],90,0.5555092051838255,0.49996245588566557
CC,[0.55555556 0.44444444],[0.12727273 0.87272727],110,0.42824709635989466,0.38542560235549495
PCC,[0.55555556 0.44444444],[0.19672727 0.80327273],110,0.3587983455445495,0.3229212051433161
EMQ,[0.55555556 0.44444444],[0.48334382 0.51665618],110,0.07220571078602797,0.06498568188731743
FM,[0.55555556 0.44444444],[0.41629545 0.58370455],110,0.13924848327882047,0.12532468054313384
GAC,[0.55555556 0.44444444],[0.77431599 0.22568401],110,0.21874218736200396,0.19686961112214196
GPAC,[0.55555556 0.44444444],[0.51573862 0.48426138],110,0.03981361491622992,0.03583255237798902
PWK,[0.55555556 0.44444444],[0.11818182 0.88181818],110,0.43733724699017545,0.3936068061790786
ACC,[0.55555556 0.44444444],[1. 0.],110,0.4444073641470604,0.3999699647085324
MAX,[0.55555556 0.44444444],[0.6236324 0.3763676],110,0.06807116631965307,0.06126456082201799
MS,[0.55555556 0.44444444],[0.81690698 0.18309302],110,0.26132961623707407,0.23519861689116484
MS2,[0.55555556 0.44444444],[0.27554537 0.72445463],110,0.27998682540871433,0.2519902452393199
PACC,[0.55555556 0.44444444],[1. 0.],110,0.4444073641470604,0.3999699647085324
T50,[0.55555556 0.44444444],[0.8692533 0.1307467],110,0.3136715751946229,0.2823067729794571
X_method,[0.55555556 0.44444444],[0.45085103 0.54914897],110,0.10469578667951138,0.09422699415367732
DyS,[0.55555556 0.44444444],[0.21000511 0.78999489],110,0.34552161580971485,0.31097204868935313
DySsyn,[0.55555556 0.44444444],[4.45523940e-05 9.99955448e-01],110,0.555464656506814,0.49992236174184707
HDy,[0.55555556 0.44444444],[0.195 0.805],110,0.3605254741643028,0.324475633869797
SMM,[0.55555556 0.44444444],[0.74069851 0.25930149],110,0.1851275046546689,0.16661614427884222
SORD,[0.55555556 0.44444444],[0.57 0.43],110,0.01444323933477945,0.012999023853027293
HDx,[0.55555556 0.44444444],[0.15 0.85],110,0.4055217197841927,0.36497259279653593
CC,[0.66666667 0.33333333],[0. 1.],10,0.6666110462205905,0.4999687128465051
PCC,[0.66666667 0.33333333],[0.22 0.78],10,0.4466294009677957,0.33497903760715847
EMQ,[0.66666667 0.33333333],[0.84159362 0.15840638],10,0.1749123585661086,0.13118700517948675
FM,[0.66666667 0.33333333],[0.45085103 0.54914897],10,0.215797627268213,0.16185159629790383
GAC,[0.66666667 0.33333333],[1. 0.],10,0.3333055231102953,0.24998435642325262
GPAC,[0.66666667 0.33333333],[0.97873503 0.02126497],10,0.3120423283341658,0.2340366277087361
PWK,[0.66666667 0.33333333],[0.1 0.9],10,0.566619389287502,0.4249734059195294
ACC,[0.66666667 0.33333333],[0. 1.],10,0.6666110462205905,0.4999687128465051
MAX,[0.66666667 0.33333333],[0. 1.],10,0.6666110462205905,0.4999687128465051
MS,[0.66666667 0.33333333],[1. 0.],10,0.3333055231102953,0.24998435642325262
MS2,[0.66666667 0.33333333],[1. 0.],10,0.3333055231102953,0.24998435642325262
PACC,[0.66666667 0.33333333],[1. 0.],10,0.3333055231102953,0.24998435642325262
T50,[0.66666667 0.33333333],[0.79278484 0.20721516],10,0.1261076549048449,0.09458271395341163
X_method,[0.66666667 0.33333333],[1. 0.],10,0.3333055231102953,0.24998435642325262
DyS,[0.66666667 0.33333333],[4.45523940e-05 9.99955448e-01],10,0.666566497543579,0.4999353006418458
DySsyn,[0.66666667 0.33333333],[4.45523940e-05 9.99955448e-01],10,0.666566497543579,0.4999353006418458
HDy,[0.66666667 0.33333333],[0.26 0.74],10,0.40663273819456025,0.30498091483636813
SMM,[0.66666667 0.33333333],[0.2287882 0.7712118],10,0.43784193540746097,0.32838830096951555
SORD,[0.66666667 0.33333333],[0.39 0.61],10,0.2766435841815451,0.20748701583129966
HDx,[0.66666667 0.33333333],[0.99 0.01],10,0.32330635741698655,0.2424848257305551
CC,[0.66666667 0.33333333],[0.03333333 0.96666667],30,0.6332804939095611,0.47497027720417995
PCC,[0.66666667 0.33333333],[0.256 0.744],30,0.41063240447188376,0.30798072711344715
EMQ,[0.66666667 0.33333333],[0.67841623 0.32158377],30,0.01174858048646596,0.008811619154669983
FM,[0.66666667 0.33333333],[0.57755746 0.42244254],30,0.08910176967660965,0.0668277211278295
GAC,[0.66666667 0.33333333],[1. 0.],30,0.3333055231102953,0.24998435642325262
GPAC,[0.66666667 0.33333333],[0.55432165 0.44567835],30,0.11233564044323865,0.08425348766364174
PWK,[0.66666667 0.33333333],[0.03333333 0.96666667],30,0.6332804939095611,0.47497027720417995
ACC,[0.66666667 0.33333333],[1. 0.],30,0.3333055231102953,0.24998435642325262
MAX,[0.66666667 0.33333333],[0.95767638 0.04232362],30,0.2909854344146059,0.21824362786393006
MS,[0.66666667 0.33333333],[1. 0.],30,0.3333055231102953,0.24998435642325262
MS2,[0.66666667 0.33333333],[0.42579029 0.57420971],30,0.24085627669797094,0.18064597537712784
PACC,[0.66666667 0.33333333],[1. 0.],30,0.3333055231102953,0.24998435642325262
T50,[0.66666667 0.33333333],[1. 0.],30,0.3333055231102953,0.24998435642325262
X_method,[0.66666667 0.33333333],[0.3241447 0.6758553],30,0.34249339324899697,0.2568754027584305
DyS,[0.66666667 0.33333333],[0.40892105 0.59107895],30,0.25772411705005904,0.19329711951454903
DySsyn,[0.66666667 0.33333333],[0.02111253 0.97888747],30,0.6455002781552714,0.4841353065495954
HDy,[0.66666667 0.33333333],[0.39 0.61],30,0.2766435841815451,0.20748701583129966
SMM,[0.66666667 0.33333333],[0.75794371 0.24205629],30,0.0912694302517345,0.06845350046913772
SORD,[0.66666667 0.33333333],[0.64 0.36],30,0.026664441848823578,0.019998748513860173
HDx,[0.66666667 0.33333333],[0.98 0.02],30,0.3133071917236776,0.23498529503785745
CC,[0.66666667 0.33333333],[0.08 0.92],50,0.5866177206741198,0.4399724673049246
PCC,[0.66666667 0.33333333],[0.2234 0.7766],50,0.4432296846320707,0.3324291971716413
EMQ,[0.66666667 0.33333333],[0.58669809 0.41330191],50,0.07996190957059152,0.05997268306821288
FM,[0.66666667 0.33333333],[0.60289863 0.39710137],50,0.06376271435744132,0.04782303324499667
GAC,[0.66666667 0.33333333],[0.4834568 0.5165432],50,0.18319457854597043,0.137398799727927
GPAC,[0.66666667 0.33333333],[0.724087 0.275913],50,0.05741554747030417,0.04306255878725147
PWK,[0.66666667 0.33333333],[0.12 0.88],50,0.5466210579008843,0.4099743445341343
ACC,[0.66666667 0.33333333],[1. 0.],50,0.3333055231102953,0.24998435642325262
MAX,[0.66666667 0.33333333],[0.52687484 0.47312516],50,0.139780168396644,0.10483731295927509
MS,[0.66666667 0.33333333],[1. 0.],50,0.3333055231102953,0.24998435642325262
MS2,[0.66666667 0.33333333],[0.78175519 0.21824481],50,0.11507892362689466,0.08631099296614476
PACC,[0.66666667 0.33333333],[1. 0.],50,0.3333055231102953,0.24998435642325262
T50,[0.66666667 0.33333333],[0.45632362 0.54367638],50,0.21032549380841206,0.15774741059931338
X_method,[0.66666667 0.33333333],[0.22277963 0.77722037],50,0.44385000567517363,0.33289444765800835
DyS,[0.66666667 0.33333333],[0.49954954 0.50045046],50,0.16710318563163962,0.12533000331523889
DySsyn,[0.66666667 0.33333333],[4.45523940e-05 9.99955448e-01],50,0.666566497543579,0.4999353006418458
HDy,[0.66666667 0.33333333],[0.09 0.91],50,0.5766185549808109,0.432472936612227
SMM,[0.66666667 0.33333333],[1. 0.],50,0.3333055231102953,0.24998435642325262
SORD,[0.66666667 0.33333333],[0.72 0.28],50,0.05332888369764724,0.03999749702772041
HDx,[0.66666667 0.33333333],[0.99 0.01],50,0.32330635741698655,0.2424848257305551
CC,[0.66666667 0.33333333],[0.12857143 0.87142857],70,0.5380503444494767,0.4035461753689649
PCC,[0.66666667 0.33333333],[0.21471429 0.78528571],70,0.4519146742628304,0.3389430752590129
EMQ,[0.66666667 0.33333333],[0.54800879 0.45199121],70,0.11864797646733038,0.08898783842922359
FM,[0.66666667 0.33333333],[0.66806196 0.33193804],70,0.001395181245187005,0.0010464077595151394
GAC,[0.66666667 0.33333333],[0.63581162 0.36418838],70,0.030852475159909493,0.02313983901299513
GPAC,[0.66666667 0.33333333],[1. 0.],70,0.3333055231102953,0.24998435642325262
PWK,[0.66666667 0.33333333],[0.12857143 0.87142857],70,0.5380503444494767,0.4035461753689649
ACC,[0.66666667 0.33333333],[0.48443898 0.51556102],70,0.18221248492115505,0.1366622141458585
MAX,[0.66666667 0.33333333],[0.50515375 0.49484625],70,0.16149944248796758,0.12112710829489891
MS,[0.66666667 0.33333333],[0. 1.],70,0.6666110462205905,0.4999687128465051
MS2,[0.66666667 0.33333333],[0.55292061 0.44707939],70,0.11373656229623327,0.08530420096881622
PACC,[0.66666667 0.33333333],[1. 0.],70,0.3333055231102953,0.24998435642325262
T50,[0.66666667 0.33333333],[0.97303193 0.02696807],70,0.30633969885837553,0.22975956639237152
X_method,[0.66666667 0.33333333],[0.45085103 0.54914897],70,0.21579762771627642,0.1618515966339584
DyS,[0.66666667 0.33333333],[0.86376523 0.13623477],70,0.19708211853083007,0.14781467196736933
DySsyn,[0.66666667 0.33333333],[0.03492252 0.96507748],70,0.6316914431165361,0.4737784642509732
HDy,[0.66666667 0.33333333],[0.37 0.63],70,0.2966419155681628,0.22248607721669478
SMM,[0.66666667 0.33333333],[0.89772064 0.10227936],70,0.23103469665227833,0.17327963669821714
SORD,[0.66666667 0.33333333],[0.34 0.66],70,0.3266394126480894,0.24498466929478754
HDx,[0.66666667 0.33333333],[0.87 0.13],70,0.20331636909728024,0.15249045741818415
CC,[0.66666667 0.33333333],[0.1 0.9],90,0.566619389287502,0.4249734059195294
PCC,[0.66666667 0.33333333],[0.22911111 0.77088889],90,0.437519050002781,0.3281461318649229
EMQ,[0.66666667 0.33333333],[0.62444441 0.37555559],90,0.04221873263144507,0.031664709925567906
FM,[0.66666667 0.33333333],[0.74649916 0.25350084],90,0.0798258332679126,0.0598706237124836
GAC,[0.66666667 0.33333333],[1. 0.],90,0.3333055231102953,0.24998435642325262
GPAC,[0.66666667 0.33333333],[0.2713794 0.7286206],90,0.3952542881586424,0.29644689930977336
PWK,[0.66666667 0.33333333],[0.08888889 0.91111111],90,0.5777295733911785,0.4333062178003045
ACC,[0.66666667 0.33333333],[1. 0.],90,0.3333055231102953,0.24998435642325262
MAX,[0.66666667 0.33333333],[0.53532192 0.46467808],90,0.13133378402779616,0.09850239255097709
MS,[0.66666667 0.33333333],[0.76246777 0.23753223],90,0.09579311272427937,0.07184633309012031
MS2,[0.66666667 0.33333333],[0.68005094 0.31994906],90,0.01338315210550442,0.0100375734394954
PACC,[0.66666667 0.33333333],[1. 0.],90,0.3333055231102953,0.24998435642325262
T50,[0.66666667 0.33333333],[0.41893904 0.58106096],90,0.2477069547765517,0.1857840911051717
X_method,[0.66666667 0.33333333],[0.45085103 0.54914897],90,0.21579762771627642,0.1618515966339584
DyS,[0.66666667 0.33333333],[0.77037181 0.22962819],90,0.10369649155689774,0.07777399085169741
DySsyn,[0.66666667 0.33333333],[4.45523940e-05 9.99955448e-01],90,0.666566497543579,0.4999353006418458
HDy,[0.66666667 0.33333333],[0.33 0.67],90,0.3366385783413982,0.2524841999874851
SMM,[0.66666667 0.33333333],[0.66254041 0.33745959],90,0.004125910307365921,0.003094497274518987
SORD,[0.66666667 0.33333333],[0.63 0.37],90,0.036663607542132465,0.02749827920655777
HDx,[0.66666667 0.33333333],[0.7 0.3],90,0.033330552311029576,0.024998435642325293
CC,[0.66666667 0.33333333],[0.05454545 0.94545455],110,0.6120701424389059,0.45906218179542746
PCC,[0.66666667 0.33333333],[0.25318182 0.74681818],110,0.41345035116727086,0.31009423121775287
EMQ,[0.66666667 0.33333333],[0.61140444 0.38859556],110,0.055257615225618256,0.041444075845958356
FM,[0.66666667 0.33333333],[0.58907919 0.41092081],110,0.07758100023677028,0.058186963821909056
GAC,[0.66666667 0.33333333],[1. 0.],110,0.3333055231102953,0.24998435642325262
GPAC,[0.66666667 0.33333333],[0.39998951 0.60001049],110,0.266654902648619,0.19999534842289893
PWK,[0.66666667 0.33333333],[0.09090909 0.90909091],110,0.5757095399177827,0.431791161094709
ACC,[0.66666667 0.33333333],[1. 0.],110,0.3333055231102953,0.24998435642325262
MAX,[0.66666667 0.33333333],[0.51996358 0.48003642],110,0.1466908465166106,0.11002042965697358
MS,[0.66666667 0.33333333],[1. 0.],110,0.3333055231102953,0.24998435642325262
MS2,[0.66666667 0.33333333],[0.4489049 0.5510951],110,0.2177436013522004,0.1633111073028893
PACC,[0.66666667 0.33333333],[1. 0.],110,0.3333055231102953,0.24998435642325262
T50,[0.66666667 0.33333333],[0.71631638 0.28368362],110,0.049645575651831975,0.03723495837324686
X_method,[0.66666667 0.33333333],[0.86552632 0.13447368],110,0.19884305948171804,0.14913540522795024
DyS,[0.66666667 0.33333333],[0.60142852 0.39857148],110,0.06523270610943652,0.04892555005492185
DySsyn,[0.66666667 0.33333333],[0.05869768 0.94130232],110,0.6079182682608933,0.4559482112117557
HDy,[0.66666667 0.33333333],[0.785 0.215],110,0.1183234607041549,0.08874444653025473
SMM,[0.66666667 0.33333333],[0.75794371 0.24205629],110,0.09126943025173784,0.06845350046914021
SORD,[0.66666667 0.33333333],[0.65 0.35],110,0.016665276155514802,0.012499217821162657
HDx,[0.66666667 0.33333333],[0.82 0.18],110,0.15332054063073594,0.11499280395469627
CC,[0.77777778 0.22222222],[0.1 0.9],10,0.6777212303242671,0.43569091591725817
PCC,[0.77777778 0.22222222],[0.211 0.789],10,0.5667304911285387,0.3643376003432678
EMQ,[0.77777778 0.22222222],[0.53702059 0.46297941],10,0.24073709663187187,0.1547641735771164
FM,[0.77777778 0.22222222],[0.45085103 0.54914897],10,0.32689946830497807,0.21015592014214154
GAC,[0.77777778 0.22222222],[1. 0.],10,0.22220368207353028,0.14284948062860928
GPAC,[0.77777778 0.22222222],[0.97873503 0.02126497],10,0.20094048729740077,0.1291798766781674
PWK,[0.77777778 0.22222222],[1.],10,0.5,0.3214381492142385
ACC,[0.77777778 0.22222222],[0. 1.],10,0.7777128872573555,0.4999731822001322
MAX,[0.77777778 0.22222222],[0.07073202 0.92926798],10,0.706986765351203,0.4545050347469036
MS,[0.77777778 0.22222222],[1. 0.],10,0.22220368207353028,0.14284948062860928
MS2,[0.77777778 0.22222222],[0.55292061 0.44707939],10,0.22483840333299832,0.1445432804792869
PACC,[0.77777778 0.22222222],[1. 0.],10,0.22220368207353028,0.14284948062860928
T50,[0.77777778 0.22222222],[0. 1.],10,0.7777128872573555,0.4999731822001322
X_method,[0.77777778 0.22222222],[0.07073202 0.92926798],10,0.706986765351203,0.4545050347469036
DyS,[0.77777778 0.22222222],[9.99955448e-01 4.45523940e-05],10,0.22215913339651872,0.1428208413400322
DySsyn,[0.77777778 0.22222222],[0.25241642 0.74758358],10,0.5253175223108109,0.337714184242793
HDy,[0.77777778 0.22222222],[1. 0.],10,0.22220368207353028,0.14284948062860928
SMM,[0.77777778 0.22222222],[0.0790272 0.9209728],10,0.6986922761590932,0.4491727042377251
SORD,[0.77777778 0.22222222],[0.08 0.92],10,0.6977195617108849,0.44854736917383303
HDx,[0.77777778 0.22222222],[0.53 0.47],10,0.24775710551198607,0.15927717090089924
CC,[0.77777778 0.22222222],[0.1 0.9],30,0.6777212303242671,0.43569091591725817
PCC,[0.77777778 0.22222222],[0.26566667 0.73433333],30,0.5120683853384504,0.32919662810863004
EMQ,[0.77777778 0.22222222],[0.90894839 0.09105161],30,0.13115966582969243,0.08431944047170868
FM,[0.77777778 0.22222222],[0.45085103 0.54914897],30,0.32689946830497807,0.21015592014214154
GAC,[0.77777778 0.22222222],[1. 0.],30,0.22220368207353028,0.14284948062860928
GPAC,[0.77777778 0.22222222],[1. 0.],30,0.22220368207353028,0.14284948062860928
PWK,[0.77777778 0.22222222],[0.2 0.8],30,0.5777295733911785,0.37140864963438397
ACC,[0.77777778 0.22222222],[1. 0.],30,0.22220368207353028,0.14284948062860928
MAX,[0.77777778 0.22222222],[1. 0.],30,0.22220368207353028,0.14284948062860928
MS,[0.77777778 0.22222222],[1. 0.],30,0.22220368207353028,0.14284948062860928
MS2,[0.77777778 0.22222222],[0.55292061 0.44707939],30,0.22483840333299832,0.1445432804792869
PACC,[0.77777778 0.22222222],[1. 0.],30,0.22220368207353028,0.14284948062860928
T50,[0.77777778 0.22222222],[0.79278484 0.20721516],30,0.015005813868079865,0.009646882074417891
X_method,[0.77777778 0.22222222],[0.45085103 0.54914897],30,0.32689946875304143,0.21015592043019088
DyS,[0.77777778 0.22222222],[9.99955448e-01 4.45523940e-05],30,0.22215913339651872,0.1428208413400322
DySsyn,[0.77777778 0.22222222],[0.03132038 0.96867962],30,0.7463951197350691,0.47983973174036115
HDy,[0.77777778 0.22222222],[0.17 0.83],30,0.6077270704711051,0.39069332951924624
SMM,[0.77777778 0.22222222],[0. 1.],30,0.7777128872573555,0.4999731822001322
SORD,[0.77777778 0.22222222],[0.35 0.65],30,0.42774208799154556,0.27498525021007275
HDx,[0.77777778 0.22222222],[0.95 0.05],30,0.17220785360698598,0.1107083474871722
CC,[0.77777778 0.22222222],[0.08 0.92],50,0.6977195617108849,0.44854736917383303
PCC,[0.77777778 0.22222222],[0.2504 0.7496],50,0.5273337782969019,0.3390103874278154
EMQ,[0.77777778 0.22222222],[0.69409193 0.30590807],50,0.08367886614630182,0.05379515972482651
FM,[0.77777778 0.22222222],[0.90699372 0.09300628],50,0.12920516260401738,0.08306293667272018
GAC,[0.77777778 0.22222222],[1. 0.],50,0.22220368207353028,0.14284948062860928
GPAC,[0.77777778 0.22222222],[1. 0.],50,0.22220368207353028,0.14284948062860928
PWK,[0.77777778 0.22222222],[0.18 0.82],50,0.5977279047777961,0.3842651028909588
ACC,[0.77777778 0.22222222],[0.52293527 0.47706473],50,0.25482124320701316,0.16381853759386733
MAX,[0.77777778 0.22222222],[0.45085103 0.54914897],50,0.32689946875304143,0.21015592043019088
MS,[0.77777778 0.22222222],[1. 0.],50,0.22220368207353028,0.14284948062860928
MS2,[0.77777778 0.22222222],[0.55292061 0.44707939],50,0.22483840333299832,0.1445432804792869
PACC,[0.77777778 0.22222222],[1. 0.],50,0.22220368207353028,0.14284948062860928
