QUANTIFIER,REAL_PREVS,PRED_PREVS,BATCH_SIZE,ae,nae
X_method,[0.22222222 0.77777778],[0.01642931 0.98357069],70,0.20577574539568655,0.13228834950633966
DyS,[0.22222222 0.77777778],[0.57948064 0.42051936],70,0.35722861536369493,0.22965380993774231
DySsyn,[0.22222222 0.77777778],[4.45523940e-05 9.99955448e-01],70,0.2221591333965186,0.1428208413400321
HDy,[0.22222222 0.77777778],[0.06 0.94],70,0.162208687913677,0.10428012085888469
SMM,[0.22222222 0.77777778],[0.3756966 0.6243034],70,0.15346157607894498,0.09865680998063224
SORD,[0.22222222 0.77777778],[0.27 0.73],70,0.047773791645809,0.03071263833515098
HDx,[0.22222222 0.77777778],[0.84 0.16],70,0.617726236164414,0.3971215561475336
CC,[0.22222222 0.77777778],[0.02222222 0.97777778],90,0.19998331386617718,0.12856453256574826
PCC,[0.22222222 0.77777778],[0.16477778 0.83522222],90,0.057439651816007534,0.03692659074249546
EMQ,[0.22222222 0.77777778],[0.18596042 0.81403958],90,0.03625878027035627,0.023309910445738127
FM,[0.22222222 0.77777778],[0.32414456 0.67585544],90,0.10191383571284723,0.06551798946172314
GAC,[0.22222222 0.77777778],[0.12796224 0.87203776],90,0.09425212129097058,0.060592454854570994
GPAC,[0.22222222 0.77777778],[0.41285053 0.58714947],90,0.1906124000325001,0.12254019416746174
PWK,[0.22222222 0.77777778],[0.02222222 0.97777778],90,0.19998331386617718,0.12856453256574826
ACC,[0.22222222 0.77777778],[0.46305215 0.53694785],90,0.24080983325317973,0.15481093422698292
MAX,[0.22222222 0.77777778],[0.19743836 0.80256164],90,0.024781794634657003,0.015931628403142984
MS,[0.22222222 0.77777778],[0.01392871 0.98607129],90,0.2082761321740619,0.1338957889030611
MS2,[0.22222222 0.77777778],[0.17152965 0.82847035],90,0.05068834135438592,0.03258633326338671
PACC,[0.22222222 0.77777778],[1. 0.],90,0.7777128872573558,0.4999731822001322
T50,[0.22222222 0.77777778],[0.32547759 0.67452241],90,0.10324675695015972,0.0663748929328633
X_method,[0.22222222 0.77777778],[0.11296747 0.88703253],90,0.10924563832313747,0.07023143158463477
DyS,[0.22222222 0.77777778],[0.3253461 0.6746539],90,0.10311527496556572,0.06629036628129747
DySsyn,[0.22222222 0.77777778],[0.01200225 0.98799775],90,0.2102024359791853,0.13513416396294753
HDy,[0.22222222 0.77777778],[0.005 0.995],90,0.21720409922687578,0.1396353673144655
SMM,[0.22222222 0.77777778],[0.66254041 0.33745959],90,0.44028145383969564,0.2830465113111718
SORD,[0.22222222 0.77777778],[0.29 0.71],90,0.06777212303242677,0.043569091591725846
HDx,[0.22222222 0.77777778],[0. 1.],90,0.22220368207353017,0.14284948062860917
CC,[0.22222222 0.77777778],[0.05454545 0.94545455],110,0.1676627782918455,0.10778642629249602
PCC,[0.22222222 0.77777778],[0.18863636 0.81136364],110,0.03358305649520403,0.021589751049551183
EMQ,[0.22222222 0.77777778],[0.26188125 0.73811875],110,0.0396557202580384,0.02549372265100289
FM,[0.22222222 0.77777778],[0. 1.],110,0.22220368207353017,0.14284948062860917
GAC,[0.22222222 0.77777778],[0. 1.],110,0.22220368207353017,0.14284948062860917
GPAC,[0.22222222 0.77777778],[0.28424041 0.71575959],110,0.06201301455328326,0.03986669725040601
PWK,[0.22222222 0.77777778],[0.03636364 0.96363636],110,0.1858430795524071,0.11947411107120043
ACC,[0.22222222 0.77777778],[0.32695414 0.67304586],110,0.10472317706310555,0.06732404842999927
MAX,[0.22222222 0.77777778],[0.1052883 0.8947117],110,0.11692416956754488,0.07516777732840682
MS,[0.22222222 0.77777778],[0.32695414 0.67304586],110,0.10472317706310555,0.06732404842999927
MS2,[0.22222222 0.77777778],[0.03284203 0.96715797],110,0.18936439342900896,0.12173788030179507
PACC,[0.22222222 0.77777778],[1. 0.],110,0.7777128872573558,0.4999731822001322
T50,[0.22222222 0.77777778],[0.14280294 0.85719706],110,0.07941265459870459,0.051052513436794365
X_method,[0.22222222 0.77777778],[0. 1.],110,0.22220368207353017,0.14284948062860917
DyS,[0.22222222 0.77777778],[0.10857024 0.89142976],110,0.11364249590866735,0.07305806711393739
DySsyn,[0.22222222 0.77777778],[0.00747747 0.99252253],110,0.2147268348551847,0.13804279276496398
HDy,[0.22222222 0.77777778],[0.06 0.94],110,0.162208687913677,0.10428012085888469
SMM,[0.22222222 0.77777778],[0.31138366 0.68861634],110,0.08915399524901049,0.05731499045579388
SORD,[0.22222222 0.77777778],[0.44 0.56],110,0.21775960843205958,0.139992491016037
HDx,[0.22222222 0.77777778],[0.24 0.76],110,0.017776294565882395,0.011427958450288721
CC,[0.33333333 0.66666667],[0.2 0.8],10,0.1333222092441181,0.09999374256930103
PCC,[0.33333333 0.66666667],[0.143 0.857],10,0.19031745369597858,0.1427410675176772
EMQ,[0.33333333 0.66666667],[0.40299739 0.59700261],10,0.06965824927972744,0.05224477666396428
FM,[0.33333333 0.66666667],[0.45085103 0.54914897],10,0.11750789584208235,0.08813276012534879
GAC,[0.33333333 0.66666667],[1. 0.],10,0.6666110462205906,0.49996871284650524
GPAC,[0.33333333 0.66666667],[0.97873503 0.02126497],10,0.645347851444461,0.48402098413198863
PWK,[0.33333333 0.66666667],[0.1 0.9],10,0.23331386617720673,0.17498904949627683
ACC,[0.33333333 0.66666667],[1. 0.],10,0.6666110462205906,0.49996871284650524
MAX,[0.33333333 0.66666667],[0.83097004 0.16902996],10,0.4975951919921805,0.37320417816271045
MS,[0.33333333 0.66666667],[0. 1.],10,0.33330552311029527,0.24998435642325256
MS2,[0.33333333 0.66666667],[0. 1.],10,0.33330552311029527,0.24998435642325256
PACC,[0.33333333 0.66666667],[0.35830486 0.64169514],10,0.02496944730383155,0.0187274760893389
T50,[0.33333333 0.66666667],[0.37220832 0.62779168],10,0.038871742123569,0.029154414685757968
X_method,[0.33333333 0.66666667],[0.45085103 0.54914897],10,0.11750789539401893,0.08813275978929422
DyS,[0.33333333 0.66666667],[0.0626035 0.9373965],10,0.2707072476884188,0.2030346705959194
DySsyn,[0.33333333 0.66666667],[0.16881826 0.83118174],10,0.16450134603599378,0.1233785829164271
HDy,[0.33333333 0.66666667],[0.03 0.97],10,0.30330802603036866,0.22748576434515982
SMM,[0.33333333 0.66666667],[0.61816678 0.38183322],10,0.2848096869614893,0.21361172066331335
SORD,[0.33333333 0.66666667],[0. 1.],10,0.33330552311029527,0.24998435642325256
HDx,[0.33333333 0.66666667],[0.81 0.19],10,0.4766268980477224,0.3574776296852513
CC,[0.33333333 0.66666667],[0.1 0.9],30,0.23331386617720673,0.17498904949627683
PCC,[0.33333333 0.66666667],[0.17366667 0.82633333],30,0.15965334556983146,0.119742506726738
EMQ,[0.33333333 0.66666667],[0.46573391 0.53426609],30,0.13238953380976237,0.09929422140315448
FM,[0.33333333 0.66666667],[0.57755746 0.42244254],30,0.2442037534336857,0.18315663529542311
GAC,[0.33333333 0.66666667],[1. 0.],30,0.6666110462205906,0.49996871284650524
GPAC,[0.33333333 0.66666667],[0.55432165 0.44567835],30,0.2209698826670567,0.1657308687596109
PWK,[0.33333333 0.66666667],[0.06666667 0.93333333],30,0.2666444184882362,0.19998748513860207
ACC,[0.33333333 0.66666667],[0.16363652 0.83636348],30,0.16968265140174693,0.1272646429948901
MAX,[0.33333333 0.66666667],[0.57755737 0.42244263],30,0.2442036609267394,0.18315656591376625
MS,[0.33333333 0.66666667],[0.61275996 0.38724004],30,0.2794033140254946,0.20955685638630742
MS2,[0.33333333 0.66666667],[0.42579029 0.57420971],30,0.09244924641232441,0.0693383810461248
PACC,[0.33333333 0.66666667],[1. 0.],30,0.6666110462205906,0.49996871284650524
T50,[0.33333333 0.66666667],[0.65259267 0.34740733],30,0.31923269938461657,0.23942951847969554
X_method,[0.33333333 0.66666667],[0.45085103 0.54914897],30,0.11750789539401893,0.08813275978929422
DyS,[0.33333333 0.66666667],[0.25786652 0.74213348],30,0.07546051842334867,0.056596569289922856
DySsyn,[0.33333333 0.66666667],[4.45523940e-05 9.99955448e-01],30,0.3332609744332837,0.24995094421859324
HDy,[0.33333333 0.66666667],[0.155 0.845],30,0.17831845486400794,0.1337416306864401
SMM,[0.33333333 0.66666667],[0.27870853 0.72129147],30,0.054620245725545385,0.04096603875016501
SORD,[0.33333333 0.66666667],[0. 1.],30,0.33330552311029527,0.24998435642325256
HDx,[0.33333333 0.66666667],[0.09 0.91],30,0.2433130318705156,0.1824885801889744
CC,[0.33333333 0.66666667],[0.08 0.92],50,0.2533121975638244,0.18998811088167195
PCC,[0.33333333 0.66666667],[0.238 0.762],50,0.0953253796095444,0.0714955259370502
EMQ,[0.33333333 0.66666667],[0.25726636 0.74273364],50,0.07606062751667089,0.05704666049776718
FM,[0.33333333 0.66666667],[0. 1.],50,0.33330552311029527,0.24998435642325256
GAC,[0.33333333 0.66666667],[0.75007773 0.24992227],50,0.4167096256601581,0.312538738074129
GPAC,[0.33333333 0.66666667],[0. 1.],50,0.33330552311029527,0.24998435642325256
PWK,[0.33333333 0.66666667],[0.04 0.96],50,0.29330886033705983,0.21998623365246225
ACC,[0.33333333 0.66666667],[0.52293527 0.47706473],50,0.1895861209400472,0.14219255651006857
MAX,[0.33333333 0.66666667],[0.60289864 0.39710136],50,0.2695428140332835,0.20216132713866067
MS,[0.33333333 0.66666667],[0. 1.],50,0.33330552311029527,0.24998435642325256
MS2,[0.33333333 0.66666667],[0.55292061 0.44707939],50,0.21956896081406208,0.1646801554544364
PACC,[0.33333333 0.66666667],[1. 0.],50,0.6666110462205906,0.49996871284650524
T50,[0.33333333 0.66666667],[0.37220832 0.62779168],50,0.038871742123569,0.029154414685757968
X_method,[0.33333333 0.66666667],[0.45085103 0.54914897],50,0.11750789539401893,0.08813275978929422
DyS,[0.33333333 0.66666667],[0.6582628 0.3417372],50,0.32490235730172945,0.24368185061125897
DySsyn,[0.33333333 0.66666667],[4.45523940e-05 9.99955448e-01],50,0.3332609744332837,0.24995094421859324
HDy,[0.33333333 0.66666667],[0.42 0.58],50,0.08665943600867676,0.06499593267004566
SMM,[0.33333333 0.66666667],[0.22080095 0.77919905],50,0.11252299894862652,0.0843940094736398
SORD,[0.33333333 0.66666667],[0.64 0.36],50,0.30664108126147177,0.22998560790939246
HDx,[0.33333333 0.66666667],[0. 1.],50,0.33330552311029527,0.24998435642325256
CC,[0.33333333 0.66666667],[0.05714286 0.94285714],70,0.27616743343424466,0.20712989532212356
PCC,[0.33333333 0.66666667],[0.22214286 0.77785714],70,0.11118119949464847,0.08338763889261352
EMQ,[0.33333333 0.66666667],[0.44403073 0.55596927],70,0.1106881653186842,0.08301785554782234
FM,[0.33333333 0.66666667],[1.66533454e-16 1.00000000e+00],70,0.33330552311029515,0.24998435642325248
GAC,[0.33333333 0.66666667],[1. 0.],70,0.6666110462205906,0.49996871284650524
GPAC,[0.33333333 0.66666667],[1. 0.],70,0.6666110462205906,0.49996871284650524
PWK,[0.33333333 0.66666667],[0.08571429 0.91428571],70,0.24759838859621935,0.18570266477155906
ACC,[0.33333333 0.66666667],[0.67692045 0.32307955],70,0.34355845194367185,0.2576742134407641
MAX,[0.33333333 0.66666667],[0.3422456 0.6577544],70,0.008911524937401327,0.00668378311117529
MS,[0.33333333 0.66666667],[0.29195751 0.70804249],70,0.041372375565392666,0.03102992888597688
MS2,[0.33333333 0.66666667],[0.00807638 0.99192362],70,0.3252298151933855,0.24392744915261366
PACC,[0.33333333 0.66666667],[1. 0.],70,0.6666110462205906,0.49996871284650524
T50,[0.33333333 0.66666667],[0. 1.],70,0.33330552311029527,0.24998435642325256
X_method,[0.33333333 0.66666667],[0.39654832 0.60345168],70,0.06320971016571036,0.047408271450234934
DyS,[0.33333333 0.66666667],[0.07936177 0.92063823],70,0.25395037560249517,0.19046675439406216
DySsyn,[0.33333333 0.66666667],[4.45523940e-05 9.99955448e-01],70,0.3332609744332837,0.24995094421859324
HDy,[0.33333333 0.66666667],[0.01 0.99],70,0.32330635741698643,0.24248482573055502
SMM,[0.33333333 0.66666667],[0.35144958 0.64855042],70,0.018114739850247696,0.01358633826700888
SORD,[0.33333333 0.66666667],[0. 1.],70,0.33330552311029527,0.24998435642325256
HDx,[0.33333333 0.66666667],[0. 1.],70,0.33330552311029527,0.24998435642325256
CC,[0.33333333 0.66666667],[0.11111111 0.88888889],90,0.2222036820735302,0.16665623761550172
PCC,[0.33333333 0.66666667],[0.19866667 0.80133333],90,0.13465543133655927,0.10099367999499402
EMQ,[0.33333333 0.66666667],[0.30748533 0.69251467],90,0.025845842948007014,0.01938478653243302
FM,[0.33333333 0.66666667],[0.28190896 0.71809104],90,0.051420084964681395,0.03856586811755655
GAC,[0.33333333 0.66666667],[0.42420771 0.57579229],90,0.09086679331757538,0.0681515164698366
GPAC,[0.33333333 0.66666667],[0.55432165 0.44567835],90,0.2209698826670567,0.1657308687596109
PWK,[0.33333333 0.66666667],[0.04444444 0.95555556],90,0.28886478669558924,0.21665310890015224
ACC,[0.33333333 0.66666667],[0.46305215 0.53694785],90,0.12970799221641466,0.09728302325924199
MAX,[0.33333333 0.66666667],[0.28190925 0.71809075],90,0.05141979198294158,0.038565648376668406
MS,[0.33333333 0.66666667],[0.31334434 0.68665566],90,0.01998732959266694,0.014990809867824665
MS2,[0.33333333 0.66666667],[0.21390643 0.78609357],90,0.11941694425723864,0.08956457630106142
PACC,[0.33333333 0.66666667],[1. 0.],90,0.6666110462205906,0.49996871284650524
T50,[0.33333333 0.66666667],[0.65259267 0.34740733],90,0.31923269938461657,0.23942951847969554
X_method,[0.33333333 0.66666667],[0.40861559 0.59138441],90,0.07527597354977886,0.056458157747803606
DyS,[0.33333333 0.66666667],[0.4463485 0.5536515],90,0.11300573887574081,0.0847560719707546
DySsyn,[0.33333333 0.66666667],[4.45523940e-05 9.99955448e-01],90,0.3332609744332837,0.24995094421859324
HDy,[0.33333333 0.66666667],[0.155 0.845],90,0.17831845486400794,0.1337416306864401
SMM,[0.33333333 0.66666667],[0.24320963 0.75679037],90,0.09011618639869551,0.06758854953849974
SORD,[0.33333333 0.66666667],[0.25 0.75],90,0.08332638077757376,0.0624960891058131
HDx,[0.33333333 0.66666667],[0. 1.],90,0.33330552311029527,0.24998435642325256
CC,[0.33333333 0.66666667],[0.08181818 0.91818182],110,0.25149416743776826,0.18862455984663604
PCC,[0.33333333 0.66666667],[0.19581818 0.80418182],110,0.13750367853404719,0.1031299099498836
EMQ,[0.33333333 0.66666667],[0.31172399 0.68827601],110,0.021607542900170834,0.01620599519438381
FM,[0.33333333 0.66666667],[0.07073202 0.92926798],110,0.2625794010387976,0.19693865846011066
GAC,[0.33333333 0.66666667],[0.41074201 0.58925799],110,0.07740221349423965,0.05805287096814695
GPAC,[0.33333333 0.66666667],[0.16849131 0.83150869],110,0.1648282736781735,0.12362378376237955
PWK,[0.33333333 0.66666667],[0.09090909 0.90909091],110,0.24240401680748744,0.18180680467145638
ACC,[0.33333333 0.66666667],[0.81690698 0.18309302],110,0.4835332983106044,0.36265753792321537
MAX,[0.33333333 0.66666667],[0.27806967 0.72193033],110,0.05525905760514532,0.04144515765316763
MS,[0.33333333 0.66666667],[0.20446593 0.79553407],110,0.12885665454472467,0.09664450668750829
MS2,[0.33333333 0.66666667],[0.10218584 0.89781416],110,0.23112820842846252,0.17334977199321394
PACC,[0.33333333 0.66666667],[1. 0.],110,0.6666110462205906,0.49996871284650524
T50,[0.33333333 0.66666667],[0.44867678 0.55132322],110,0.11533382137658199,0.08650217026592277
X_method,[0.33333333 0.66666667],[0.31262594 0.68737406],110,0.02070566700531265,0.015529574164675392
DyS,[0.33333333 0.66666667],[0.29473687 0.70526313],110,0.038593242687533,0.028945535752003666
DySsyn,[0.33333333 0.66666667],[4.45523940e-05 9.99955448e-01],110,0.3332609744332837,0.24995094421859324
HDy,[0.33333333 0.66666667],[0.45 0.55],110,0.11665693308860337,0.08749452474813842
SMM,[0.33333333 0.66666667],[0.46840579 0.53159421],110,0.13506118724662203,0.10129800327501481
SORD,[0.33333333 0.66666667],[0.45 0.55],110,0.11665693308860337,0.08749452474813842
HDx,[0.33333333 0.66666667],[0. 1.],110,0.33330552311029527,0.24998435642325256
CC,[0.44444444 0.55555556],[0.2 0.8],10,0.24442405028088324,0.21998348058969286
PCC,[0.44444444 0.55555556],[0.297 0.703],10,0.14743214305578725,0.1326900357920556
EMQ,[0.44444444 0.55555556],[0.45816349 0.54183651],10,0.013717903206596077,0.012346215891241751
FM,[0.44444444 0.55555556],[1. 0.],10,0.5555092051838255,0.49996245588566557
GAC,[0.44444444 0.55555556],[1. 0.],10,0.5555092051838255,0.49996245588566557
GPAC,[0.44444444 0.55555556],[0.97873503 0.02126497],10,0.534246010407696,0.4808254209255859
PWK,[0.44444444 0.55555556],[1.],10,0.5,0.45000375441143337
ACC,[0.44444444 0.55555556],[1. 0.],10,0.5555092051838255,0.49996245588566557
MAX,[0.44444444 0.55555556],[0.45085103 0.54914897],10,0.006406054357253804,0.005765497023455867
MS,[0.44444444 0.55555556],[1. 0.],10,0.5555092051838255,0.49996245588566557
MS2,[0.44444444 0.55555556],[0.55292061 0.44707939],10,0.10846711977729695,0.09762122225995654
PACC,[0.44444444 0.55555556],[1. 0.],10,0.5555092051838255,0.49996245588566557
T50,[0.44444444 0.55555556],[0.79278484 0.20721516],10,0.34831133697837513,0.31348281868866945
X_method,[0.44444444 0.55555556],[0.07073202 0.92926798],10,0.3736812422409077,0.3363159239230736
DyS,[0.44444444 0.55555556],[0.87372949 0.12627051],10,0.42924923192354425,0.386327531887638
DySsyn,[0.44444444 0.55555556],[0.16881826 0.83118174],10,0.2756031870727589,0.24804493782099624
HDy,[0.44444444 0.55555556],[0.375 0.625],10,0.06943865064797816,0.06249530698570817
SMM,[0.44444444 0.55555556],[0.76792778 0.23207222],10,0.32345634563959036,0.29111313985203585
SORD,[0.44444444 0.55555556],[0.82 0.18],10,0.37552422270426616,0.33797462017871
HDx,[0.44444444 0.55555556],[0.74 0.26],10,0.29553089715779524,0.26598002653117414
CC,[0.44444444 0.55555556],[0.1 0.9],30,0.34441570721397186,0.3099767226491127
PCC,[0.44444444 0.55555556],[0.27266667 0.72733333],30,0.17176344624283882,0.15458839135984775
EMQ,[0.44444444 0.55555556],[0.45315345 0.54684655],30,0.008708279216302545,0.0078375166835984
FM,[0.44444444 0.55555556],[0.32414456 0.67585544],30,0.12028984636068296,0.10826176495976365
GAC,[0.44444444 0.55555556],[1. 0.],30,0.5555092051838255,0.49996245588566557
GPAC,[0.44444444 0.55555556],[1. 0.],30,0.5555092051838255,0.49996245588566557
PWK,[0.44444444 0.55555556],[1.],30,0.5,0.45000375441143337
ACC,[0.44444444 0.55555556],[1. 0.],30,0.5555092051838255,0.49996245588566557
MAX,[0.44444444 0.55555556],[0.57755737 0.42244263],30,0.13310181988997427,0.11979263733896564
MS,[0.44444444 0.55555556],[0.61275996 0.38724004],30,0.1683014729887295,0.15147258943580544
MS2,[0.44444444 0.55555556],[0.68005094 0.31994906],30,0.23558683417903464,0.21202991974093877
PACC,[0.44444444 0.55555556],[1. 0.],30,0.5555092051838255,0.49996245588566557
T50,[0.44444444 0.55555556],[1. 0.],30,0.5555092051838255,0.49996245588566557
X_method,[0.44444444 0.55555556],[0. 1.],30,0.4444073641470604,0.3999699647085324
DyS,[0.44444444 0.55555556],[0.39769671 0.60230329],30,0.04674383775935556,0.042069804974617854
DySsyn,[0.44444444 0.55555556],[4.45523940e-05 9.99955448e-01],30,0.4443628154700488,0.39992987056471385
HDy,[0.44444444 0.55555556],[0.53 0.47],30,0.0855484175983092,0.07699421820639256
SMM,[0.44444444 0.55555556],[0.8910646 0.1089354],30,0.44658288984959194,0.40192795417644794
SORD,[0.44444444 0.55555556],[0.71 0.29],30,0.26553340007786863,0.23898205391334817
HDx,[0.44444444 0.55555556],[0. 1.],30,0.4444073641470604,0.3999699647085324
CC,[0.44444444 0.55555556],[0.06 0.94],50,0.38441236998720724,0.34597401947288053
PCC,[0.44444444 0.55555556],[0.1986 0.8014],50,0.24582393347794645,0.22124338597852472
EMQ,[0.44444444 0.55555556],[0.57465502 0.42534498],50,0.1301997107132124,0.11718071728845621
FM,[0.44444444 0.55555556],[0.52687353 0.47312647],50,0.08242220840483994,0.07418060645811914
GAC,[0.44444444 0.55555556],[0.75007773 0.24992227],50,0.305607784623393,0.2750493009157751
GPAC,[0.44444444 0.55555556],[0.46943898 0.53056102],50,0.024992447472229784,0.02249339038886788
PWK,[0.44444444 0.55555556],[0.12 0.88],50,0.3244173758273541,0.29197807423722866
ACC,[0.44444444 0.55555556],[0.25346121 0.74653879],50,0.19096729935306317,0.17187200335738104
MAX,[0.44444444 0.55555556],[0. 1.],50,0.4444073641470604,0.3999699647085324
MS,[0.44444444 0.55555556],[0.79240933 0.20759067],50,0.34793585915962577,0.31314488583239863
MS2,[0.44444444 0.55555556],[0.24780784 0.75219216],50,0.19662019478687348,0.1769596516944008
PACC,[0.44444444 0.55555556],[1. 0.],50,0.5555092051838255,0.49996245588566557
T50,[0.44444444 0.55555556],[0.1198624 0.8801376],50,0.3245549604481388,0.2921019014290335
X_method,[0.44444444 0.55555556],[0.90699385 0.09300615],50,0.4625108102750478,0.41626320215929136
DyS,[0.44444444 0.55555556],[0.46175817 0.53824183],50,0.017312282301063298,0.015581184065818186
DySsyn,[0.44444444 0.55555556],[0.03556348 0.96443652],50,0.4088468517561552,0.36796523653912916
HDy,[0.44444444 0.55555556],[0.42 0.58],50,0.024442405028088254,0.021998348058969223
SMM,[0.44444444 0.55555556],[0.2287882 0.7712118],50,0.21563825333393077,0.19407604718998528
SORD,[0.44444444 0.55555556],[0.47 0.53],50,0.025553423438455986,0.022998272970740627
HDx,[0.44444444 0.55555556],[0.66 0.34],50,0.21553757161132428,0.1939854328836382
CC,[0.44444444 0.55555556],[0.02857143 0.97142857],70,0.4158383193090351,0.3742576098344125
PCC,[0.44444444 0.55555556],[0.18442857 0.81557143],70,0.259994179717607,0.2339967139960882
EMQ,[0.44444444 0.55555556],[0.47548016 0.52451984],70,0.031033125519464327,0.027930045989760423
FM,[0.44444444 0.55555556],[0.77666733 0.22333267],70,0.33219516574293567,0.2989781435632989
GAC,[0.44444444 0.55555556],[0.25492458 0.74507542],70,0.18950405106517082,0.17055506891100572
GPAC,[0.44444444 0.55555556],[0.25116924 0.74883076],70,0.19325908097898195,0.17393462402929022
PWK,[0.44444444 0.55555556],[0.08571429 0.91428571],70,0.3587002296329845,0.3228329000861726
ACC,[0.44444444 0.55555556],[0.86940192 0.13059808],70,0.4249220246614397,0.3824330128595111
MAX,[0.44444444 0.55555556],[0.17933745 0.82066255],70,0.26508487178429013,0.23857837508120802
MS,[0.44444444 0.55555556],[1. 0.],70,0.5555092051838255,0.49996245588566557
MS2,[0.44444444 0.55555556],[0.38946734 0.61053266],70,0.054972513024937136,0.04947567450130627
PACC,[0.44444444 0.55555556],[1. 0.],70,0.5555092051838255,0.49996245588566557
T50,[0.44444444 0.55555556],[0.31212596 0.68787404],70,0.1323074468977063,0.11907769568111837
X_method,[0.44444444 0.55555556],[0.3422456 0.6577544],70,0.1021903160993638,0.09197205181840971
DyS,[0.44444444 0.55555556],[0.41020428 0.58979572],70,0.034237311265805453,0.03081383722113064
DySsyn,[0.44444444 0.55555556],[4.45523940e-05 9.99955448e-01],70,0.4443628154700488,0.39992987056471385
HDy,[0.44444444 0.55555556],[0.23 0.77],70,0.21442655320095666,0.19298550797186692
SMM,[0.44444444 0.55555556],[0.39851733 0.60148267],70,0.045923286990414425,0.04133130312120045
SORD,[0.44444444 0.55555556],[0.33 0.67],70,0.1144348962678681,0.10299226591244715
HDx,[0.44444444 0.55555556],[0.97 0.03],70,0.5255117081038989,0.4729644832678396
CC,[0.44444444 0.55555556],[0.05555556 0.94444444],90,0.38885644362867783,0.34997371911996583
PCC,[0.44444444 0.55555556],[0.21555556 0.78444444],90,0.22886979253573614,0.20598453182489423
EMQ,[0.44444444 0.55555556],[0.51035601 0.48964399],90,0.06590606367287039,0.059315952182541314
FM,[0.44444444 0.55555556],[0.36638027 0.63361973],90,0.07805766602582609,0.07025248554443106
GAC,[0.44444444 0.55555556],[0.42420771 0.57579229],90,0.02023504771918974,0.018211694888659792
GPAC,[0.44444444 0.55555556],[0.69579278 0.30420722],90,0.2513273649288532,0.22619651560863271
PWK,[0.44444444 0.55555556],[0.1 0.9],90,0.34441570721397186,0.3099767226491127
ACC,[0.44444444 0.55555556],[0.31334434 0.68665566],90,0.13108917062943207,0.11798123789185087
MAX,[0.44444444 0.55555556],[0.49308648 0.50691352],90,0.0486379762014941,0.04377454379529258
MS,[0.44444444 0.55555556],[0.46305215 0.53694785],90,0.018606151179649533,0.01674567577197802
MS2,[0.44444444 0.55555556],[0.55292061 0.44707939],90,0.10846711977729695,0.09762122225995654
PACC,[0.44444444 0.55555556],[1. 0.],90,0.5555092051838255,0.49996245588566557
T50,[0.44444444 0.55555556],[0.55913122 0.44086878],90,0.11467720592750219,0.10321034642557814
X_method,[0.44444444 0.55555556],[0.40861559 0.59138441],90,0.03582586748698627,0.03224354974838065
DyS,[0.44444444 0.55555556],[0.36562183 0.63437817],90,0.0788160418613543,0.07093502949091626
DySsyn,[0.44444444 0.55555556],[0.05575923 0.94424077],90,0.38865278270533454,0.3497904227597031
HDy,[0.44444444 0.55555556],[0.04 0.96],90,0.40441070137382495,0.3639726678847645
SMM,[0.44444444 0.55555556],[0.52387282 0.47612718],90,0.07942175351165934,0.07148017452437229
SORD,[0.44444444 0.55555556],[0.39 0.61],90,0.05443990210801486,0.048996320676795185
HDx,[0.44444444 0.55555556],[0.13 0.87],90,0.31441821013404525,0.2829787500312867
CC,[0.44444444 0.55555556],[0.06363636 0.93636364],110,0.38077630973509496,0.34270153794344715
PCC,[0.44444444 0.55555556],[0.21536364 0.78463636],110,0.22906169571570867,0.20615724612783648
EMQ,[0.44444444 0.55555556],[0.47089029 0.52910971],110,0.026443643324506466,0.023799477552689494
FM,[0.44444444 0.55555556],[0.45085103 0.54914897],110,0.006406054805317224,0.0057654974267163095
GAC,[0.44444444 0.55555556],[0.53193333 0.46806667],110,0.08748159094044253,0.07873408873016875
GPAC,[0.44444444 0.55555556],[0.86298593 0.13701407],110,0.4185065647102064,0.37665905073084877
PWK,[0.44444444 0.55555556],[0.07272727 0.92727273],110,0.3716861591048141,0.3345203341198634
ACC,[0.44444444 0.55555556],[0.81690698 0.18309302],110,0.37243145727383925,0.335191108068298
MAX,[0.44444444 0.55555556],[0.65818868 0.34181132],110,0.2137263979562512,0.1923553629942903
MS,[0.44444444 0.55555556],[0.44944235 0.55055765],110,0.004997485560642029,0.00449777452981168
MS2,[0.44444444 0.55555556],[0.58759252 0.41240748],110,0.14313613279595275,0.12882359430022447
PACC,[0.44444444 0.55555556],[1. 0.],110,0.5555092051838255,0.49996245588566557
T50,[0.44444444 0.55555556],[0.67808216 0.32191784],110,0.23361821809885572,0.2102581504867883
X_method,[0.44444444 0.55555556],[0.20895712 0.79104288],110,0.23546767984157616,0.21192267994251732
DyS,[0.44444444 0.55555556],[0.36657633 0.63342367],110,0.07786161690957738,0.07007603986770913
DySsyn,[0.44444444 0.55555556],[0.00878214 0.99121786],110,0.4356259563424081,0.3920666317463096
HDy,[0.44444444 0.55555556],[0.43 0.57],110,0.014443239334779479,0.012999023853027317
SMM,[0.44444444 0.55555556],[0.5800458 0.4199542],110,0.13559004599730326,0.12203205951921083
SORD,[0.44444444 0.55555556],[0.27 0.73],110,0.1744298904277212,0.15698821114809897
HDx,[0.44444444 0.55555556],[0. 1.],110,0.4444073641470604,0.3999699647085324
CC,[0.55555556 0.44444444],[0. 1.],10,0.5555092051838255,0.49996245588566557
